fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
BD+20 2457,c,BD+20 2457 c,Radial Velocity,0,2009,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,3963.17000,,,0,Msini,12.400,,,0,11.40000,,,0,,,,,,,,,1,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1670.85,222.63,-222.63,0,9.750,,0,V (Johnson),6.420,0.021,0,Ks (2MASS),K2 II,4259.00,64.00,-64.00,0,1.77,0.19,-0.19,0,2.768,0.067,-0.079,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,-0.790,,,0,[Fe/H],,,,0
BD+20 274,b,BD+20 274 b,Radial Velocity,0,2012,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,1334.88600,,,0,Msini,13.000,,,0,3.34000,,,0,,,,,,,,,1,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1383.85,86.64,-86.64,0,9.360,,0,V (Johnson),6.169,0.027,0,Ks (2MASS),K5 III,4296.00,10.00,-10.00,0,1.99,0.05,-0.05,0,1.960,0.180,-0.180,0,0.80,0.20,-0.20,0,17.30,0.90,-0.90,0,-0.460,0.070,-0.070,0,[Fe/H],,,,
BD+20 594,b,BD+20 594 b,Transit,0,2016,41.68550000,0.00300000,-0.00300000,0,0.241000,0.019000,-0.017000,0,0.000000,,,0,22.24810,9.53490,-9.53490,0,Mass,2.578,0.112,-0.112,0,7.89000,3.40000,-3.10000,0,546,19,-18,0,,,,0,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,<a refstr=EPIC_CATALOG href=https://ui.adsabs.harvard.edu/abs/2016ApJS..224....2H/abstract target=ref>EPIC Catalog</a>,180.39,1.25,-1.25,0,11.038,0.047,0,V (Johnson),9.368,0.018,0,Ks (2MASS),G,5766.00,99.00,-99.00,0,4.50,0.08,-0.08,0,0.050,0.004,-0.004,0,1.67,0.40,-0.40,0,1.08,0.06,-0.06,0,-0.150,,,0,[Fe/H],3.340,1.950,-1.490,0
BD+48 738,b,BD+48 738 b,Radial Velocity,0,2011,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,289.22530,,,0,Msini,13.900,,,0,0.59200,,,0,,,,,,,,,1,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,892.17,44.78,-44.78,0,9.140,,0,V (Johnson),5.904,0.018,0,Ks (2MASS),K0 III,4414.00,15.00,-15.00,0,2.24,0.06,-0.06,0,1.690,0.330,-0.330,0,0.74,0.39,-0.39,0,11.00,1.00,-1.00,0,-0.200,0.070,-0.070,0,[Fe/H],,,,
BD+48 740,b,BD+48 740 b,Radial Velocity,0,2018,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,0.760000,0.050000,-0.090000,0,540.31100,222.48100,-222.48100,0,Msini,13.500,,,0,1.21000,,,0,,,,0,,,,0,1,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,678.94,22.15,-22.15,0,8.699,0.015,0,V (Johnson),5.645,0.017,0,Ks (2MASS),K3 III,4534.00,8.00,-8.00,0,2.48,0.04,-0.04,0,1.640,0.120,-0.120,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,-0.130,0.060,-0.060,0,[Fe/H],,,,0
BD+49 828,b,BD+49 828 b,Radial Velocity,0,2015,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,0.350000,0.240000,-0.100000,0,508.50000,127.10000,-63.60000,0,Msini,13.500,,,0,1.14000,,,0,,,,,,,,,1,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,447.59,7.79,-7.79,0,9.380,0.020,0,V (Johnson),6.571,0.015,0,Ks (2MASS),K0,4943.00,30.00,-30.00,0,2.85,0.09,-0.09,0,1.470,0.130,-0.130,0,1.52,0.22,-0.22,0,7.60,1.30,-1.30,0,-0.190,0.060,-0.060,0,[Fe/H],2.340,1.200,-0.800,0
BD-06 1339,b,BD-06 1339 b,Radial Velocity,0,2013,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,8.50000,1.30000,-1.30000,0,Msini,2.850,,,0,2.02000,,,0,,,,,,,,,1,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),6.305,0.018,0,Ks (2MASS),K7/M0 V,4324.00,100.00,-100.00,0,4.74,0.02,-0.02,0,-1.022,0.043,-0.048,0,0.70,,,0,0.67,0.05,-0.10,0,-0.140,0.170,-0.170,0,[Fe/H],4.400,4.000,-4.000,0
BD-06 1339,c,BD-06 1339 c,Radial Velocity,0,2013,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,53.00000,8.00000,-8.00000,0,Msini,8.380,,,0,0.49500,,,0,,,,,,,,,1,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),6.305,0.018,0,Ks (2MASS),K7/M0 V,4324.00,100.00,-100.00,0,4.74,0.02,-0.02,0,-1.022,0.043,-0.048,0,0.70,,,0,0.67,0.05,-0.10,0,-0.140,0.170,-0.170,0,[Fe/H],4.400,4.000,-4.000,0
BD-08 2823,b,BD-08 2823 b,Radial Velocity,0,2009,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.150000,0.150000,-0.150000,0,12.71320,3.17830,-3.17830,0,Msini,3.610,,,0,1.48000,,,0,,,,0,,,,0,1,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),7.323,0.021,0,Ks (2MASS),K3 V,4816.00,114.00,-114.00,0,4.43,0.22,-0.22,0,-0.626,0.001,-0.001,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,-0.060,,,0,[Fe/H],4.500,4.000,-4.000,0
BD-08 2823,c,BD-08 2823 c,Radial Velocity,0,2009,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,104.00000,10.00000,-10.00000,0,Msini,12.500,,,0,0.29300,,,0,,,,,,,,,1,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),7.323,0.021,0,Ks (2MASS),K3 V,4816.00,114.00,-114.00,0,4.43,0.22,-0.22,0,-0.626,0.001,-0.001,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,-0.060,,,0,[Fe/H],4.500,4.000,-4.000,0
BD-10 3166,b,BD-10 3166 b,Radial Velocity,0,2000,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,0.020000,0.020000,-0.020000,0,187.51970,22.24810,-22.24810,0,Msini,14.100,,,0,0.36800,,,0,,,,0,,,,0,1,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,84.61,0.35,-0.35,0,10.080,,0,V (Johnson),8.124,0.026,0,Ks (2MASS),K0 V,5393.00,44.00,-44.00,0,4.69,0.06,-0.06,0,-0.191,0.002,-0.003,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,0.380,,,0,[Fe/H],1.000,2.000,-1.000,1
BD-11 4672,b,BD-11 4672 b,Radial Velocity,0,2014,1667.00000000,33.00000000,-31.00000000,0,2.280000,0.070000,-0.070000,0,0.050000,0.060000,-0.040000,0,168.44000,15.89000,-15.89000,0,Msini,14.200,,,0,0.32300,,,0,,,,,,,,,1,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,27.30,,,0,9.990,,0,V (Johnson),6.867,0.024,0,Ks (2MASS),K7 V,4475.00,100.00,-100.00,0,4.10,0.36,-0.36,0,-0.881,0.001,-0.001,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,-0.480,0.050,-0.050,0,[Fe/H],4.400,4.000,-4.000,0
BD-13 2130,b,BD-13 2130 b,Radial Velocity,0,2007,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,0.210000,0.070000,-0.070000,0,3108.37740,1449.30480,-1449.30480,0,Msini,12.500,,,0,8.75000,,,0,,,,0,,,,0,1,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,948.75,42.93,-42.93,0,9.450,,0,V (Johnson),7.151,0.022,0,Ks (2MASS),G5 IV/V,4545.00,71.00,-71.00,0,2.20,0.20,-0.20,0,2.043,0.027,-0.028,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,-0.080,,,0,[Fe/H],0.740,0.200,-0.200,0
BD-17 63,b,BD-17 63 b,Radial Velocity,0,2008,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,1620.90000,38.14000,-38.14000,0,Msini,12.800,,,0,4.25000,,,0,,,,,,,,,1,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),6.914,0.024,0,Ks (2MASS),K5 V,4714.00,93.00,-93.00,0,4.26,0.24,-0.24,0,-0.678,0.040,-0.043,0,0.74,0.03,-0.03,0,0.69,,,0,-0.030,0.060,-0.060,0,[Fe/H],4.300,4.000,-4.000,0
CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,0,2011,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,3337.10000,1430.20000,-1430.20000,0,Mass,12.400,,,0,9.62000,,,0,370,40,-40,0,,,,,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,23.10,2.40,-2.40,0,,,,,,,,,,580.50,24.50,-24.50,0,4.72,0.28,-0.28,0,,,,,0.02,0.01,-0.01,0,,,,,,,,,,,,,0
CHXR 73,b,CHXR 73 b,Imaging,0,2006,,,,,210.000000,,,0,,,,,3994.48600,2662.99100,-1664.36900,0,Mass,12.300,,,0,11.80000,,,0,,,,,,,,,1,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,191.05,6.42,-6.42,0,17.293,,0,G (Gaia),10.703,0.021,0,Ks (2MASS),M3.5,,,,,,,,,,,,,0.35,,,0,,,,,,,,,,0.002,,,0
CI Tau,b,CI Tau b,Radial Velocity,0,2019,8.98910000,0.02020000,-0.02020000,0,,,,0,0.250000,0.160000,-0.160000,0,3686.82800,921.70700,-858.14100,0,Mass,12.400,,,0,10.60000,,,0,,,,0,,,,0,1,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,<a refstr=EPIC_CATALOG href=https://ui.adsabs.harvard.edu/abs/2016ApJS..224....2H/abstract target=ref>EPIC Catalog</a>,158.00,1.20,-1.20,0,12.939,0.031,0,V (Johnson),7.793,0.020,0,Ks (2MASS),K7,3635.00,482.60,-81.00,0,,,,0,-0.108,,,0,0.90,0.02,-0.02,0,1.88,0.09,-0.42,0,,,,0,,0.003,0.001,-0.001,0
CT Cha,b,CT Cha b,Imaging,0,2007,,,,,440.000000,,,0,,,,,5403.00000,1907.00000,-1907.00000,0,Mass,24.660,9.080,-6.730,0,1.98000,,,0,2600,250,-250,0,,,,,1,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,165.00,30.00,-30.00,0,11.773,,0,G (Gaia),8.661,0.021,0,Ks (2MASS),K5e,4200.20,211.46,-115.08,0,,,,,-0.102,0.004,-0.004,0,,,,,1.68,0.10,-0.16,0,,,,,,0.002,0.002,-0.002,0
CoRoT-1,b,CoRoT-1 b,Transit,0,2008,1.50895570,0.00000640,-0.00000640,0,0.027520,0.000220,-0.000230,0,0.000000,,,0,327.35000,38.14000,-38.14000,0,Mass,16.700,0.900,-0.900,0,0.38000,0.05000,-0.05000,0,1898,50,-50,0,,,,,1,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,805.31,24.33,-24.33,0,13.600,,0,V (Johnson),12.149,0.027,0,Ks (2MASS),G0 V,5950.00,150.00,-150.00,0,4.25,0.30,-0.30,0,0.298,0.029,-0.031,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,-0.300,0.250,-0.250,0,[M/H],1.600,0.500,-0.500,0
CoRoT-10,b,CoRoT-10 b,Transit,0,2010,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,0.530000,0.040000,-0.040000,0,874.00000,50.85000,-50.85000,0,Mass,10.870,0.780,-0.780,0,3.70000,0.83000,-0.83000,0,600,23,-23,0,,,,,1,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,345.00,70.00,-70.00,0,15.220,0.050,0,V (Johnson),11.782,0.021,0,Ks (2MASS),K1 V,5075.00,75.00,-75.00,0,4.65,0.10,-0.10,0,-0.726,0.012,-0.012,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,0.260,0.070,-0.070,0,[Fe/H],3.000,,,1
CoRoT-11,b,CoRoT-11 b,Transit,0,2010,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,0.000000,,,0,740.51000,108.06000,-108.06000,0,Mass,16.030,0.340,-0.340,0,0.99000,0.15000,-0.15000,0,1657,55,-55,0,,,,,1,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,560.00,30.00,-30.00,0,12.939,0.019,0,V (Johnson),11.248,0.022,0,Ks (2MASS),F6 V,6440.00,120.00,-120.00,0,4.22,0.23,-0.23,0,0.378,0.023,-0.024,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,-0.030,0.080,-0.080,0,[Fe/H],2.000,1.000,-1.000,0
CoRoT-12,b,CoRoT-12 b,Transit,0,2010,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,291.43800,22.24700,-20.65800,0,Mass,16.140,1.460,-1.460,0,0.41100,0.12900,-0.09400,0,1442,58,-58,0,,,,,1,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1150.00,85.00,-85.00,0,15.515,0.052,0,V (Johnson),13.557,0.042,0,Ks (2MASS),,5675.00,80.00,-80.00,0,4.38,0.07,-0.06,0,0.070,0.010,-0.010,0,1.08,0.08,-0.07,0,1.12,0.10,-0.09,0,0.160,0.100,-0.100,0,[Fe/H],6.300,3.100,-3.100,0
CoRoT-13,b,CoRoT-13 b,Transit,0,2010,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.000000,,,0,415.70400,20.97600,-20.97600,0,Mass,9.920,0.157,-0.157,0,2.34000,0.23000,-0.23000,0,1700,,,0,,,,,1,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1060.00,100.00,-100.00,0,15.039,0.041,0,V (Johnson),13.376,0.039,0,Ks (2MASS),G0 V,5945.00,90.00,-90.00,0,4.46,0.05,-0.05,0,0.073,0.048,-0.054,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,0.010,0.070,-0.070,0,[Fe/H],1.635,1.515,-1.515,0
CoRoT-14,b,CoRoT-14 b,Transit,0,2010,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,2415.40000,190.70000,-190.70000,0,Mass,12.220,0.780,-0.780,0,7.30000,1.50000,-1.50000,0,1952,66,-66,0,,,,,1,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1340.00,110.00,-110.00,0,16.033,0.070,0,V (Johnson),13.806,0.053,0,Ks (2MASS),F9 V,6035.00,100.00,-100.00,0,4.35,0.15,-0.15,0,0.119,0.079,-0.097,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,0.050,0.150,-0.150,0,[Fe/H],4.200,3.800,-3.800,0
CoRoT-16,b,CoRoT-16 b,Transit,0,2011,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,170.03200,27.01400,-26.37900,0,Mass,13.110,1.790,-1.570,0,0.44000,0.21000,-0.14000,0,,,,,,,,,1,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,840.00,90.00,-90.00,0,15.630,,0,V (Johnson),12.847,0.037,0,Ks (2MASS),G5 V,5650.00,100.00,-100.00,0,4.36,0.10,-0.10,0,-0.435,0.041,-0.045,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,0.190,0.060,-0.060,0,[M/H],6.730,2.800,-2.800,0
CoRoT-17,b,CoRoT-17 b,Transit,0,2011,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,772.29000,95.34000,-95.34000,0,Mass,11.430,0.780,-0.780,0,2.82000,0.38000,-0.38000,0,1626,31,-31,0,,,,,1,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,920.00,50.00,-50.00,0,15.460,,0,V (Johnson),12.472,0.054,0,Ks (2MASS),G2 V,5740.00,80.00,-80.00,0,4.40,0.10,-0.10,0,0.134,0.045,-0.050,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,0.000,0.100,-0.100,0,[Fe/H],10.700,1.000,-1.000,0
CoRoT-18,b,CoRoT-18 b,Transit,0,2011,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,1102.82000,120.77000,-120.77000,0,Mass,14.680,2.020,-2.020,0,2.20000,0.80000,-0.80000,0,1550,90,-90,0,,,,,1,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,870.00,90.00,-90.00,0,15.000,0.100,0,V (Johnson),13.014,0.030,0,Ks (2MASS),G9 V,5440.00,100.00,-100.00,0,4.40,0.10,-0.10,0,-0.226,0.033,-0.036,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,-0.100,0.100,-0.100,0,[Fe/H],0.032,0.003,-0.003,0
CoRoT-19,b,CoRoT-19 b,Transit,0,2011,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,352.78000,19.07000,-19.07000,0,Mass,14.460,0.340,-0.340,0,0.71000,0.06000,-0.06000,0,2000,150,-150,0,,,,,1,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,770.00,160.00,-160.00,0,14.007,,0,V (Johnson),11.837,0.024,0,Ks (2MASS),F9 V,6090.00,70.00,-70.00,0,4.07,0.03,-0.03,0,0.544,0.024,-0.026,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,-0.020,0.100,-0.100,0,[Fe/H],5.000,1.000,-1.000,0
CoRoT-20,b,CoRoT-20 b,Transit,0,2011,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,0.590000,0.020000,-0.020000,0,1366.66900,63.56600,-63.56600,0,Mass,9.416,0.448,-0.448,0,8.87000,1.10000,-1.10000,0,1024,16,-16,0,,,,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,864.31,24.46,-24.46,0,14.660,,0,V (Johnson),12.513,0.029,0,Ks (2MASS),G2 V,4947.50,65.51,-52.50,0,4.35,0.11,-0.14,0,0.006,0.028,-0.030,0,1.14,0.08,-0.08,0,1.37,0.03,-0.04,0,0.140,0.120,-0.120,0,,0.100,0.800,-0.040,0
CoRoT-20,c,CoRoT-20 c,Radial Velocity,0,2018,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,0.600000,0.030000,-0.030000,0,5403.11000,317.83000,-317.83000,0,Msini,12.200,,,0,16.40000,,,0,,,,0,,,,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,864.31,24.46,-24.46,0,14.660,,0,V (Johnson),12.513,0.029,0,Ks (2MASS),G2 V,4947.50,65.51,-52.50,0,4.35,0.11,-0.14,0,0.006,0.028,-0.030,0,1.14,0.08,-0.08,0,1.37,0.03,-0.04,0,0.140,0.120,-0.120,0,,0.100,0.800,-0.040,0
CoRoT-21,b,CoRoT-21 b,Transit,0,2012,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,0.000000,,,0,718.29580,98.52730,-98.52730,0,Mass,14.572,1.569,-1.569,0,1.36000,0.48000,-0.48000,0,,,,0,,,,0,1,06h44m12.588s,101.052450,-00d17m56.868s,-0.299130,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,1398.83,286.45,-286.45,0,16.000,,0,V (Johnson),13.813,0.053,0,Ks (2MASS),F8 IV,6200.00,100.00,-100.00,0,3.70,0.10,-0.10,0,0.705,,,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,0.000,0.100,-0.100,0,[Fe/H],4.100,0.100,-0.500,0
CoRoT-22,b,CoRoT-22 b,Transit,0,2014,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,12.20000,14.00000,-8.80000,0,Mass,4.880,0.170,-0.390,0,0.24900,1.00000,-0.09700,0,885,53,-280,0,,,,,1,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,592.00,25.00,-42.00,0,13.944,0.083,0,V (Johnson),11.988,0.024,0,Ks (2MASS),G3 V,5939.00,54.00,-120.00,0,4.36,0.07,-0.03,0,0.014,0.019,-0.019,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,0.170,0.070,-0.120,0,[Fe/H],3.300,2.000,-2.000,0
