fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
Kepler-1283,b,Kepler-1283 b,Transit,0,2016,12.94609780,0.00021850,-0.00021850,0,,,,,,,,,4.31000,,,0,M-R relationship,1.910,0.790,-0.310,0,3.40000,,,0,,,,,730.2040,157.6100,-120.9940,0,1,19h41m50.96s,295.462337,+40d46m37.1s,40.776969,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1452.00,589.71,-245.76,0,15.070,,0,G (Gaia),13.567,0.040,0,Ks (2MASS),,6175.00,183.18,-233.53,0,4.31,0.12,-0.24,0,0.863,0.093,-0.118,0,1.16,0.18,-0.11,0,1.25,0.51,-0.20,0,0.040,0.128,-0.159,0,[Fe/H],2.880,1.570,-1.120,0
Kepler-1284,b,Kepler-1284 b,Transit,0,2016,0.66407381,0.00000148,-0.00000148,0,,,,,,,,,1.92000,,,0,M-R relationship,1.210,0.100,-0.070,0,5.96000,,,0,,,,,2190.0820,139.0200,-129.4640,0,1,19h25m06.96s,291.279002,+47d41m15.5s,47.687649,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,852.00,50.63,-48.34,0,15.662,,0,G (Gaia),13.572,0.033,0,Ks (2MASS),,5123.00,62.80,-83.53,0,4.57,0.03,-0.05,0,-0.425,0.028,-0.030,0,0.84,0.04,-0.04,0,0.79,0.05,-0.04,0,0.030,0.170,-0.175,0,[Fe/H],4.470,6.030,-2.680,0
Kepler-1285,b,Kepler-1285 b,Transit,0,2016,14.79674580,0.00011340,-0.00011340,0,,,,,,,,,0.87100,,,0,M-R relationship,0.970,0.100,-0.080,0,5.24000,,,0,,,,,181.5910,3.4250,-3.3710,0,1,18h47m20.49s,281.835355,+44d09m21.3s,44.155926,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,364.00,35.76,-26.37,0,11.650,,0,G (Gaia),10.484,0.011,0,Ks (2MASS),,6170.00,67.21,-62.49,0,4.30,0.06,-0.07,0,0.468,0.007,-0.007,0,1.20,0.05,-0.04,0,1.28,0.12,-0.09,0,0.160,0.089,-0.088,0,[Fe/H],2.750,0.868,-1.060,0
Kepler-1286,b,Kepler-1286 b,Transit,0,2016,11.25402929,0.00006812,-0.00006812,0,,,,,,,,,5.27000,,,0,M-R relationship,2.150,0.450,-0.180,0,2.91000,,,0,,,,,151.7700,11.7120,-10.7110,0,1,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1150.00,236.63,-90.45,0,15.142,,0,G (Gaia),13.655,0.038,0,Ks (2MASS),,5753.00,74.56,-79.20,0,4.45,0.06,-0.15,0,0.121,0.036,-0.040,0,1.00,0.05,-0.05,0,0.98,0.20,-0.07,0,0.030,0.138,-0.155,0,[Fe/H],4.170,3.540,-2.460,0
Kepler-1287,b,Kepler-1287 b,Transit,0,2016,11.47685909,0.00006466,-0.00006466,0,,,,,,,,,2.99000,,,0,M-R relationship,1.540,0.220,-0.130,0,4.50000,,,0,,,,,78.1560,5.1510,-4.7930,0,1,19h16m32.32s,289.134661,+47d03m46.8s,47.062996,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1027.00,142.05,-83.16,0,15.007,,0,G (Gaia),13.505,0.041,0,Ks (2MASS),,5715.00,93.97,-83.95,0,4.48,0.05,-0.12,0,-0.106,0.028,-0.030,0,0.96,0.05,-0.06,0,0.94,0.13,-0.07,0,-0.050,0.147,-0.183,0,[Fe/H],4.070,3.920,-2.390,0
Kepler-1288,b,Kepler-1288 b,Transit,0,2016,2.76122421,0.00001477,-0.00001477,0,,,,,,,,,1.46000,,,0,M-R relationship,1.120,0.470,-0.160,0,5.71000,,,0,,,,,,,,,1,19h02m51.24s,285.713488,+41d36m21.1s,41.605873,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,715.00,288.80,-99.54,0,13.177,,0,G (Gaia),11.959,0.020,0,Ks (2MASS),,6132.00,87.95,-135.79,0,4.29,0.10,-0.24,0,0.302,0.055,-0.063,0,1.20,0.16,-0.08,0,1.29,0.54,-0.17,0,0.140,0.157,-0.143,0,[Fe/H],2.880,1.020,-1.230,0
Kepler-1289,b,Kepler-1289 b,Transit,0,2016,7.99019627,0.00005083,-0.00005083,0,,,,,,,,,2.92000,,,0,M-R relationship,1.520,0.490,-0.240,0,4.57000,,,0,,,,,223.4420,10.9820,-10.4130,0,1,19h45m33.31s,296.388807,+41d02m26.1s,41.040571,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1059.00,348.88,-180.86,0,14.599,,0,G (Gaia),13.043,0.028,0,Ks (2MASS),,6080.00,245.65,-268.17,0,4.35,0.12,-0.19,0,0.116,0.024,-0.026,0,1.10,0.17,-0.10,0,1.17,0.37,-0.18,0,0.020,0.134,-0.153,0,[Fe/H],2.950,1.920,-1.240,0
Kepler-129,b,Kepler-129 b,Transit,0,2014,15.79186000,0.00006800,-0.00006800,0,0.131000,,,0,0.010000,0.240000,-0.010000,0,6.21000,,,0,M-R relationship,2.370,0.210,-0.210,0,2.56000,,,0,,,,,158.3060,4.3870,-4.2690,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,413.68,4.42,-4.42,0,11.644,,0,G (Gaia),10.252,0.019,0,Ks (2MASS),,5770.00,83.00,-83.00,0,4.09,0.06,-0.06,0,0.454,0.008,-0.008,0,1.07,0.03,-0.03,0,1.64,0.05,-0.05,0,0.330,0.070,-0.068,0,[Fe/H],8.910,1.100,-0.950,0
Kepler-129,c,Kepler-129 c,Transit,0,2014,82.20017000,0.00068000,-0.00068000,0,0.393000,,,0,0.200000,0.150000,-0.200000,0,7.04000,,,0,M-R relationship,2.550,0.100,-0.100,0,2.33000,,,0,,,,,17.5540,0.4860,-0.4730,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,413.68,4.42,-4.42,0,11.644,,0,G (Gaia),10.252,0.019,0,Ks (2MASS),,5770.00,83.00,-83.00,0,4.09,0.06,-0.06,0,0.454,0.008,-0.008,0,1.07,0.03,-0.03,0,1.64,0.05,-0.05,0,0.330,0.070,-0.068,0,[Fe/H],8.910,1.100,-0.950,0
Kepler-1290,b,Kepler-1290 b,Transit,0,2016,4.69500134,0.00004206,-0.00004206,0,,,,,,,,,2.60000,,,0,M-R relationship,1.420,0.210,-0.130,0,4.99000,,,0,,,,,443.2210,57.8640,-49.5840,0,1,19h22m44.46s,290.685249,+43d51m34.7s,43.859638,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1321.00,181.91,-106.70,0,15.691,,0,G (Gaia),14.112,0.051,0,Ks (2MASS),,5660.00,114.11,-108.37,0,4.49,0.05,-0.11,0,0.051,0.055,-0.063,0,0.95,0.05,-0.05,0,0.93,0.13,-0.07,0,-0.020,0.131,-0.174,0,[Fe/H],4.070,4.400,-2.330,0
Kepler-1291,b,Kepler-1291 b,Transit,0,2016,8.63043276,0.00006731,-0.00006731,0,,,,,,,,,3.39000,,,0,M-R relationship,1.660,0.100,-0.180,0,4.07000,,,0,,,,,62.8230,5.0330,-4.6180,0,1,19h17m30.49s,289.377032,+40d00m04.1s,40.001151,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,982.00,65.31,-62.48,0,15.883,,0,G (Gaia),13.893,0.053,0,Ks (2MASS),,5216.00,81.36,-108.14,0,4.56,0.03,-0.06,0,-0.505,0.030,-0.032,0,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,-0.040,0.142,-0.169,0,[Fe/H],4.900,6.220,-3.090,0
Kepler-1292,b,Kepler-1292 b,Transit,0,2016,3.27646405,0.00001548,-0.00001548,0,,,,,,,,,3.97000,,,0,M-R relationship,1.820,0.290,-0.140,0,3.62000,,,0,,,,,521.1010,83.8500,-69.9490,0,1,18h59m37.37s,284.905720,+43d56m57.0s,43.949169,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1406.00,219.64,-102.48,0,15.948,,0,G (Gaia),14.190,0.079,0,Ks (2MASS),,5556.00,63.00,-77.30,0,4.49,0.05,-0.13,0,-0.092,0.060,-0.070,0,0.95,0.04,-0.04,0,0.93,0.14,-0.06,0,0.080,0.166,-0.158,0,[Fe/H],4.680,5.300,-2.960,0
Kepler-1293,b,Kepler-1293 b,Transit,0,2016,5.57654784,0.00004024,-0.00004024,0,,,,,,,,,0.87100,,,0,M-R relationship,0.970,0.420,-0.150,0,5.24000,,,0,,,,,929.1220,33.9550,-32.6820,0,1,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,770.00,330.20,-115.71,0,13.300,,0,G (Gaia),12.075,0.024,0,Ks (2MASS),,6241.00,114.93,-99.80,0,4.29,0.11,-0.24,0,0.593,0.019,-0.020,0,1.18,0.18,-0.10,0,1.28,0.55,-0.18,0,0.000,0.120,-0.190,0,[Fe/H],2.820,0.931,-1.100,0
Kepler-1294,b,Kepler-1294 b,Transit,0,2016,115.68622580,0.00084450,-0.00084450,0,,,,,,,,,10.30000,,,0,M-R relationship,3.190,0.540,-0.310,0,1.74000,,,0,,,,,12.3620,1.3670,-1.1940,0,1,19h25m04.34s,291.268101,+44d29m17.5s,44.488194,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1120.00,189.56,-110.33,0,15.150,,0,G (Gaia),13.597,0.033,0,Ks (2MASS),,5776.00,152.50,-137.20,0,4.46,0.07,-0.13,0,0.409,0.053,-0.060,0,0.99,0.07,-0.06,0,0.97,0.16,-0.09,0,-0.030,0.140,-0.180,0,[Fe/H],3.980,3.150,-2.310,0
Kepler-1295,b,Kepler-1295 b,Transit,0,2016,3.81371974,0.00002278,-0.00002278,0,,,,,,,,,3.02000,,,0,M-R relationship,1.550,0.200,-0.120,0,4.46000,,,0,,,,,279.9410,31.2250,-27.4470,0,1,19h25m35.49s,291.397864,+45d35m18.8s,45.588559,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1257.00,142.81,-84.25,0,15.908,,0,G (Gaia),14.092,0.051,0,Ks (2MASS),,5486.00,70.55,-100.36,0,4.51,0.04,-0.10,0,-0.285,0.045,-0.050,0,0.92,0.04,-0.04,0,0.89,0.10,-0.06,0,0.040,0.142,-0.157,0,[Fe/H],4.680,5.720,-2.940,0
Kepler-1296,b,Kepler-1296 b,Transit,0,2016,8.38398650,0.00008648,-0.00008648,0,,,,,,,,,0.69300,,,0,M-R relationship,0.910,0.090,-0.060,0,5.05000,,,0,,,,,399.0150,33.4160,-30.2110,0,1,19h28m30.05s,292.125189,+41d24m28.1s,41.407814,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,631.00,53.03,-41.84,0,14.627,,0,G (Gaia),12.801,0.030,0,Ks (2MASS),,5359.00,98.28,-120.32,0,4.55,0.04,-0.08,0,0.479,0.041,-0.046,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,-0.040,0.158,-0.164,0,[Fe/H],4.170,6.040,-2.550,0
Kepler-1297,b,Kepler-1297 b,Transit,0,2016,1.68189002,0.00001032,-0.00001032,0,,,,,,,,,0.87100,,,0,M-R relationship,0.970,0.160,-0.090,0,5.24000,,,0,,,,,2760.5930,183.0740,-169.4070,0,1,19h19m49.56s,289.956501,+47d01m13.4s,47.020393,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,996.00,163.95,-94.27,0,14.782,,0,G (Gaia),13.262,0.026,0,Ks (2MASS),,5818.00,83.49,-92.17,0,4.45,0.07,-0.13,0,0.311,0.035,-0.038,0,0.99,0.06,-0.06,0,0.99,0.16,-0.09,0,-0.040,0.156,-0.189,0,[Fe/H],4.170,3.100,-2.410,0
Kepler-1298,b,Kepler-1298 b,Transit,0,2016,7.12811928,0.00004863,-0.00004863,0,,,,,,,,,2.27000,,,0,M-R relationship,1.310,0.230,-0.230,0,5.55000,,,0,,,,,1003.0270,30.1310,-29.2230,0,1,18h57m41.46s,284.422735,+49d06m22.4s,49.106224,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,498.00,83.99,-84.79,0,11.313,,0,G (Gaia),10.149,0.018,0,Ks (2MASS),,6339.00,64.06,-65.86,0,4.00,0.13,-0.10,0,0.824,0.010,-0.010,0,1.45,0.12,-0.11,0,2.00,0.34,-0.35,0,0.130,0.090,-0.082,0,[Fe/H],2.570,0.350,-0.400,0
Kepler-1299,b,Kepler-1299 b,Transit,0,2016,19.94008740,0.00014570,-0.00014570,0,,,,,,,,,9.17000,,,0,M-R relationship,2.980,0.660,-0.420,0,1.90000,,,0,,,,,45.1460,6.1560,-5.2420,0,1,19h04m36.04s,286.150155,+37d24m41.0s,37.411377,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1352.00,196.30,-103.91,0,15.900,,0,G (Gaia),14.191,0.053,0,Ks (2MASS),,5609.00,92.88,-129.75,0,4.50,0.05,-0.12,0,-0.123,0.055,-0.063,0,0.94,0.04,-0.06,0,0.91,0.13,-0.06,0,-0.010,0.139,-0.174,0,[Fe/H],4.370,4.880,-2.660,0
Kepler-1300,b,Kepler-1300 b,Transit,0,2016,22.24190920,0.00024540,-0.00024540,0,,,,,,,,,2.45000,,,0,M-R relationship,1.370,0.300,-0.310,0,5.24000,,,0,,,,,149.4090,6.2160,-5.9360,0,1,19h16m07.93s,289.033022,+40d05m12.8s,40.086887,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,757.00,163.10,-171.32,0,12.768,,0,G (Gaia),11.383,0.018,0,Ks (2MASS),,6130.00,87.31,-108.91,0,4.04,0.17,-0.12,0,0.564,0.014,-0.015,0,1.29,0.16,-0.15,0,1.79,0.38,-0.41,0,0.050,0.102,-0.064,0,[Fe/H],3.550,1.480,-0.781,0
Kepler-1301,b,Kepler-1301 b,Transit,0,2016,9.08237046,0.00004331,-0.00004331,0,,,,,,,,,2.54000,,,0,M-R relationship,1.400,0.130,-0.080,0,5.09000,,,0,,,,,76.1390,4.6120,-4.3030,0,1,19h06m25.00s,286.604183,+42d26m25.1s,42.440319,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,816.00,50.86,-42.30,0,15.373,,0,G (Gaia),13.469,0.039,0,Ks (2MASS),,5188.00,55.60,-60.07,0,4.56,0.03,-0.06,0,-0.347,0.025,-0.026,0,0.85,0.04,-0.04,0,0.81,0.05,-0.04,0,0.010,0.141,-0.162,0,[Fe/H],4.900,6.170,-3.050,0
Kepler-1302,b,Kepler-1302 b,Transit,0,2016,8.83922659,0.00005866,-0.00005866,0,,,,,,,,,2.63000,,,0,M-R relationship,1.430,0.150,-0.090,0,4.94000,,,0,,,,,58.3440,2.1860,-2.0960,0,1,19h23m57.42s,290.989241,+50d18m29.0s,50.308060,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,727.00,53.32,-39.87,0,15.039,,0,G (Gaia),13.151,0.028,0,Ks (2MASS),,5236.00,58.55,-77.09,0,4.55,0.03,-0.07,0,-0.480,0.015,-0.016,0,0.86,0.04,-0.04,0,0.82,0.06,-0.04,0,0.040,0.157,-0.168,0,[Fe/H],4.680,6.700,-2.900,0
Kepler-1303,b,Kepler-1303 b,Transit,0,2016,7.56127224,0.00004120,-0.00004120,0,,,,,,,,,2.60000,,,0,M-R relationship,1.420,0.350,-0.140,0,4.99000,,,0,,,,,182.3750,10.7410,-10.0790,0,1,18h57m08.92s,284.287156,+42d21m20.2s,42.355614,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,905.00,211.91,-86.28,0,14.616,,0,G (Gaia),13.086,0.034,0,Ks (2MASS),,5771.00,85.68,-110.62,0,4.44,0.07,-0.17,0,-0.035,0.026,-0.027,0,1.01,0.05,-0.05,0,1.00,0.24,-0.09,0,0.040,0.133,-0.156,0,[Fe/H],4.470,3.420,-2.660,0
Kepler-1304,b,Kepler-1304 b,Transit,0,2016,16.12888530,0.00011910,-0.00011910,0,,,,,,,,,5.86000,,,0,M-R relationship,2.290,0.190,-0.530,0,2.68000,,,0,,,,,345.8100,42.0900,-36.2130,0,1,19h01m06.34s,285.276428,+39d26m48.9s,39.446916,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,682.00,49.28,-44.95,0,15.045,,0,G (Gaia),13.054,0.032,0,Ks (2MASS),,5259.00,97.24,-121.88,0,4.56,0.03,-0.06,0,0.639,0.060,-0.069,0,0.85,0.04,-0.05,0,0.81,0.05,-0.05,0,-0.050,0.151,-0.164,0,[Fe/H],4.680,5.940,-2.920,0
Kepler-1305,b,Kepler-1305 b,Transit,0,2016,13.56309720,0.00013850,-0.00013850,0,,,,,,,,,4.19000,,,0,M-R relationship,1.880,0.350,-0.190,0,3.47000,,,0,,,,,103.5100,13.4200,-11.5800,0,1,19h49m21.47s,297.339446,+46d20m50.1s,46.347252,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1343.00,235.66,-139.15,0,15.714,,0,G (Gaia),14.104,0.058,0,Ks (2MASS),,5701.00,138.16,-175.79,0,4.47,0.07,-0.14,0,0.036,0.054,-0.061,0,0.97,0.06,-0.06,0,0.96,0.17,-0.09,0,0.010,0.120,-0.160,0,[Fe/H],4.370,3.860,-2.610,0
Kepler-1306,b,Kepler-1306 b,Transit,0,2016,16.29595382,0.00007404,-0.00007404,0,,,,,,,,,4.31000,,,0,M-R relationship,1.910,0.450,-0.180,0,3.40000,,,0,,,,,52.1460,3.6740,-3.4050,0,1,19h37m54.80s,294.478341,+46d56m45.1s,46.945862,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1130.00,260.75,-108.74,0,15.212,,0,G (Gaia),13.631,0.046,0,Ks (2MASS),,5727.00,140.59,-132.91,0,4.45,0.07,-0.17,0,-0.080,0.030,-0.032,0,0.98,0.07,-0.06,0,0.97,0.22,-0.09,0,0.000,0.130,-0.172,0,[Fe/H],4.570,3.900,-2.800,0
Kepler-1307,b,Kepler-1307 b,Transit,0,2016,18.01621096,0.00009522,-0.00009522,0,,,,,,,,,6.66000,,,0,M-R relationship,2.470,0.660,-0.270,0,2.43000,,,0,,,,,41.1850,3.5340,-3.2140,0,1,19h31m28.76s,292.869840,+46d44m30.7s,46.741859,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,1396.00,366.01,-147.88,0,15.380,,0,G (Gaia),13.878,0.064,0,Ks (2MASS),,5884.00,77.63,-103.16,0,4.39,0.08,-0.18,0,-0.233,0.030,-0.033,0,1.06,0.07,-0.06,0,1.08,0.29,-0.11,0,0.060,0.145,-0.147,0,[Fe/H],4.070,2.320,-2.290,0
Kepler-1308,b,Kepler-1308 b,Transit,0,2016,2.10433812,0.00000424,-0.00000424,0,,,,,,,,,0.09330,,,0,M-R relationship,0.520,0.060,-0.050,0,3.65000,,,0,,,,,58.1080,5.9140,-5.4100,0,1,19h03m42.94s,285.928896,+38d31m15.5s,38.520962,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,73.00,7.38,-7.51,0,14.474,,0,G (Gaia),11.023,0.018,0,Ks (2MASS),,3468.00,33.65,-30.71,0,4.92,0.04,-0.03,0,-1.820,,,0,0.35,0.04,-0.04,0,0.34,0.03,-0.03,0,-0.130,0.078,-0.074,0,[Fe/H],3.720,5.970,-2.130,0
Kepler-1309,b,Kepler-1309 b,Transit,0,2016,28.84326470,0.00026520,-0.00026520,0,,,,,,,,,6.21000,,,0,M-R relationship,2.370,0.200,-0.200,0,2.56000,,,0,,,,,,,,,1,19h54m56.46s,298.735235,+40d45m51.0s,40.764155,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,845.00,62.94,-61.48,0,16.187,,0,G (Gaia),13.542,0.039,0,Ks (2MASS),,5235.00,99.72,-154.88,0,4.56,0.04,-0.06,0,-0.603,0.090,-0.114,0,0.85,0.05,-0.05,0,0.80,0.06,-0.05,0,-0.030,0.162,-0.170,0,[Fe/H],4.270,6.160,-2.600,0
Kepler-131,b,Kepler-131 b,Transit,0,2014,16.09200000,,,0,,,,,,,,,16.13000,3.50000,-3.50000,0,Mass,2.410,0.200,-0.200,0,6.00000,1.98000,-1.98000,0,,,,,66.1220,1.3300,-1.3100,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,230.19,1.43,-1.43,0,11.490,,0,G (Gaia),10.079,0.017,0,Ks (2MASS),,5685.00,74.00,-74.00,0,4.42,0.08,-0.08,0,0.003,0.004,-0.005,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,0.120,0.070,-0.070,0,[Fe/H],3.660,,,0
Kepler-131,c,Kepler-131 c,Transit,0,2014,25.51690000,,,0,,,,,,,,,8.25000,5.90000,-5.90000,0,Mass,0.840,0.070,-0.070,0,77.70000,55.00000,-55.00000,0,,,,,35.7360,0.7190,-0.7080,0,1,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,230.19,1.43,-1.43,0,11.490,,0,G (Gaia),10.079,0.017,0,Ks (2MASS),,5685.00,74.00,-74.00,0,4.42,0.08,-0.08,0,0.003,0.004,-0.005,0,1.02,0.06,-0.06,0,1.03,0.10,-0.10,0,0.120,0.070,-0.070,0,[Fe/H],3.660,,,0
Kepler-1310,b,Kepler-1310 b,Transit,0,2016,0.67933627,0.00000072,-0.00000072,0,,,,,,,,,2.67000,,,0,M-R relationship,1.440,0.160,-0.120,0,4.91000,,,0,,,,,2830.9100,88.7810,-86.3240,0,1,18h55m40.81s,283.920035,+40d44m24.4s,40.740123,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,583.00,62.38,-50.12,0,14.122,,0,G (Gaia),12.436,0.021,0,Ks (2MASS),,5549.00,136.60,-124.53,0,4.51,0.05,-0.10,0,-0.237,0.014,-0.014,0,0.91,0.05,-0.06,0,0.88,0.10,-0.07,0,-0.070,0.151,-0.183,0,[Fe/H],4.170,5.360,-2.490,0
Kepler-1311,b,Kepler-1311 b,Transit,0,2016,11.17269940,0.00013870,-0.00013870,0,,,,,,,,,2.07000,,,0,M-R relationship,1.240,0.250,-0.260,0,5.97000,,,0,,,,,296.9200,9.9390,-9.5970,0,1,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,705.00,150.27,-148.60,0,13.318,,0,G (Gaia),11.825,0.013,0,Ks (2MASS),,5748.00,87.26,-72.30,0,4.16,0.18,-0.14,0,0.445,0.019,-0.020,0,1.05,0.08,-0.06,0,1.40,0.30,-0.30,0,0.090,0.101,-0.073,0,[Fe/H],7.590,1.700,-2.060,0
